"Plot Title: Al's"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309221, SEN S/N: 20309221)","Event, units (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Detached (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Attached (LGR S/N: 20309221, SEN S/N: 20309221)","Host Connected (LGR S/N: 20309221, SEN S/N: 20309221)","End Of File (LGR S/N: 20309221, SEN S/N: 20309221)"
1,03/20/18 03:18:23 PM,55.537,0.00,,,,
2,03/20/18 03:18:52 PM,,,Logged,,,
3,03/20/18 04:18:23 PM,53.274,,,,,
4,03/20/18 05:18:23 PM,55.189,,,,,
5,03/20/18 06:18:23 PM,52.925,,,,,
6,03/20/18 07:18:23 PM,50.819,,,,,
7,03/20/18 08:18:23 PM,51.172,,,,,
8,03/20/18 09:18:23 PM,51.346,,,,,
9,03/20/18 10:18:23 PM,52.925,,,,,
10,03/20/18 11:18:23 PM,52.050,,,,,
11,03/21/18 12:18:23 AM,51.874,,,,,
12,03/21/18 01:18:23 AM,52.750,,,,,
13,03/21/18 02:18:23 AM,53.274,,,,,
14,03/21/18 03:18:23 AM,53.623,,,,,
15,03/21/18 04:18:23 AM,53.449,,,,,
16,03/21/18 05:18:23 AM,53.623,,,,,
17,03/21/18 06:18:23 AM,53.623,,,,,
18,03/21/18 07:18:23 AM,54.147,,,,,
19,03/21/18 08:18:23 AM,54.842,,,,,
20,03/21/18 09:18:23 AM,55.537,,,,,
21,03/21/18 10:18:23 AM,55.884,,,,,
22,03/21/18 11:18:23 AM,55.364,,,,,
23,03/21/18 12:18:23 PM,55.537,,,,,
24,03/21/18 01:18:23 PM,56.057,,,,,
25,03/21/18 02:18:23 PM,56.230,,,,,
26,03/21/18 03:18:23 PM,55.884,,,,,
27,03/21/18 04:18:23 PM,55.711,,,,,
28,03/21/18 05:18:23 PM,55.884,,,,,
29,03/21/18 06:18:23 PM,55.711,,,,,
30,03/21/18 07:18:23 PM,55.711,,,,,
31,03/21/18 08:18:23 PM,55.711,,,,,
32,03/21/18 09:18:23 PM,55.711,,,,,
33,03/21/18 10:18:23 PM,55.537,,,,,
34,03/21/18 11:18:23 PM,55.189,,,,,
35,03/22/18 12:18:23 AM,55.711,,,,,
36,03/22/18 01:18:23 AM,55.189,,,,,
37,03/22/18 02:18:23 AM,55.017,,,,,
38,03/22/18 03:18:23 AM,54.669,,,,,
39,03/22/18 04:18:23 AM,54.669,,,,,
40,03/22/18 05:18:23 AM,54.495,,,,,
41,03/22/18 06:18:23 AM,54.322,,,,,
42,03/22/18 07:18:23 AM,54.495,,,,,
43,03/22/18 08:18:23 AM,55.017,,,,,
44,03/22/18 09:18:23 AM,55.189,,,,,
45,03/22/18 10:18:23 AM,55.189,,,,,
46,03/22/18 11:18:23 AM,55.711,,,,,
47,03/22/18 12:18:23 PM,56.750,,,,,
48,03/22/18 01:18:23 PM,58.131,,,,,
49,03/22/18 02:18:23 PM,57.614,,,,,
50,03/22/18 03:18:23 PM,59.164,,,,,
51,03/22/18 04:18:23 PM,60.539,,,,,
52,03/22/18 05:18:23 PM,65.680,,,,,
53,03/22/18 06:18:23 PM,55.017,,,,,
54,03/22/18 07:18:23 PM,47.802,,,,,
55,03/22/18 08:18:23 PM,45.466,,,,,
56,03/22/18 09:18:23 PM,43.466,,,,,
57,03/22/18 10:18:23 PM,42.732,,,,,
58,03/22/18 11:18:23 PM,41.810,,,,,
59,03/23/18 12:18:23 AM,40.881,,,,,
60,03/23/18 01:18:23 AM,39.573,,,,,
61,03/23/18 02:18:23 AM,39.196,,,,,
62,03/23/18 03:18:23 AM,39.196,,,,,
63,03/23/18 04:18:23 AM,40.134,,,,,
64,03/23/18 05:18:23 AM,38.440,,,,,
65,03/23/18 06:18:23 AM,37.488,,,,,
66,03/23/18 07:18:23 AM,37.297,,,,,
67,03/23/18 08:18:23 AM,38.629,,,,,
68,03/23/18 09:18:23 AM,44.013,,,,,
69,03/23/18 10:18:23 AM,62.083,,,,,
70,03/23/18 11:18:23 AM,62.425,,,,,
71,03/23/18 12:18:23 PM,59.337,,,,,
72,03/23/18 01:18:23 PM,60.712,,,,,
73,03/23/18 02:18:23 PM,61.741,,,,,
74,03/23/18 03:18:23 PM,61.569,,,,,
75,03/23/18 04:18:23 PM,63.626,,,,,
76,03/23/18 05:18:23 PM,70.308,,,,,
77,03/23/18 06:18:23 PM,61.569,,,,,
78,03/23/18 07:18:23 PM,50.819,,,,,
79,03/23/18 08:18:23 PM,46.728,,,,,
80,03/23/18 09:18:23 PM,45.104,,,,,
81,03/23/18 10:18:23 PM,44.742,,,,,
82,03/23/18 11:18:23 PM,45.286,,,,,
83,03/24/18 12:18:23 AM,44.742,,,,,
84,03/24/18 01:18:23 AM,45.648,,,,,
85,03/24/18 02:18:23 AM,45.648,,,,,
86,03/24/18 03:18:23 AM,46.548,,,,,
87,03/24/18 04:18:23 AM,46.188,,,,,
88,03/24/18 05:18:23 AM,46.548,,,,,
89,03/24/18 06:18:23 AM,46.548,,,,,
90,03/24/18 07:18:23 AM,44.922,,,,,
91,03/24/18 08:18:23 AM,47.266,,,,,
92,03/24/18 09:18:23 AM,50.466,,,,,
93,03/24/18 10:18:23 AM,51.523,,,,,
94,03/24/18 11:18:23 AM,52.050,,,,,
95,03/24/18 12:18:23 PM,59.680,,,,,
96,03/24/18 01:18:23 PM,61.912,,,,,
97,03/24/18 02:18:23 PM,63.282,,,,,
98,03/24/18 03:18:23 PM,61.227,,,,,
99,03/24/18 04:18:23 PM,62.254,,,,,
100,03/24/18 05:18:23 PM,62.425,,,,,
101,03/24/18 06:18:23 PM,56.923,,,,,
102,03/24/18 07:18:23 PM,48.695,,,,,
103,03/24/18 08:18:23 PM,45.104,,,,,
104,03/24/18 09:18:23 PM,45.104,,,,,
105,03/24/18 10:18:23 PM,45.466,,,,,
106,03/24/18 11:18:23 PM,43.282,,,,,
107,03/25/18 12:18:23 AM,43.648,,,,,
108,03/25/18 01:18:23 AM,41.994,,,,,
109,03/25/18 02:18:23 AM,39.760,,,,,
110,03/25/18 03:18:23 AM,38.818,,,,,
111,03/25/18 04:18:23 AM,37.679,,,,,
112,03/25/18 05:18:23 AM,37.107,,,,,
113,03/25/18 06:18:23 AM,36.723,,,,,
114,03/25/18 07:18:23 AM,37.297,,,,,
115,03/25/18 08:18:23 AM,39.573,,,,,
116,03/25/18 09:18:23 AM,44.379,,,,,
117,03/25/18 10:18:23 AM,56.577,,,,,
118,03/25/18 11:18:23 AM,56.923,,,,,
119,03/25/18 12:18:23 PM,58.993,,,,,
120,03/25/18 01:18:23 PM,61.398,,,,,
121,03/25/18 02:18:23 PM,61.054,,,,,
122,03/25/18 03:18:23 PM,60.712,,,,,
123,03/25/18 04:18:23 PM,62.769,,,,,
124,03/25/18 05:18:23 PM,67.564,,,,,
125,03/25/18 06:18:23 PM,59.680,,,,,
126,03/25/18 07:18:23 PM,48.339,,,,,
127,03/25/18 08:18:23 PM,45.648,,,,,
128,03/25/18 09:18:23 PM,44.922,,,,,
129,03/25/18 10:18:23 PM,44.560,,,,,
130,03/25/18 11:18:23 PM,44.195,,,,,
131,03/26/18 12:18:23 AM,44.195,,,,,
132,03/26/18 01:18:23 AM,41.994,,,,,
133,03/26/18 02:18:23 AM,41.810,,,,,
134,03/26/18 03:18:23 AM,41.067,,,,,
135,03/26/18 04:18:23 AM,41.439,,,,,
136,03/26/18 05:18:23 AM,40.509,,,,,
137,03/26/18 06:18:23 AM,40.696,,,,,
138,03/26/18 07:18:23 AM,40.509,,,,,
139,03/26/18 08:18:23 AM,41.994,,,,,
140,03/26/18 09:18:23 AM,48.517,,,,,
141,03/26/18 10:18:23 AM,66.708,,,,,
142,03/26/18 11:18:23 AM,66.193,,,,,
143,03/26/18 12:18:23 PM,66.879,,,,,
144,03/26/18 01:18:23 PM,67.564,,,,,
145,03/26/18 02:18:23 PM,67.735,,,,,
146,03/26/18 03:18:23 PM,64.825,,,,,
147,03/26/18 04:18:23 PM,67.735,,,,,
148,03/26/18 05:18:23 PM,73.062,,,,,
149,03/26/18 06:18:23 PM,65.509,,,,,
150,03/26/18 07:18:23 PM,52.401,,,,,
151,03/26/18 08:18:23 PM,47.802,,,,,
152,03/26/18 09:18:23 PM,45.286,,,,,
153,03/26/18 10:18:23 PM,44.013,,,,,
154,03/26/18 11:18:23 PM,42.915,,,,,
155,03/27/18 12:18:23 AM,42.732,,,,,
156,03/27/18 01:18:23 AM,42.548,,,,,
157,03/27/18 02:18:23 AM,42.363,,,,,
158,03/27/18 03:18:23 AM,42.179,,,,,
159,03/27/18 04:18:23 AM,41.625,,,,,
160,03/27/18 05:18:23 AM,41.067,,,,,
161,03/27/18 06:18:23 AM,40.509,,,,,
162,03/27/18 07:18:23 AM,40.134,,,,,
163,03/27/18 08:18:23 AM,42.363,,,,,
164,03/27/18 09:18:23 AM,48.695,,,,,
165,03/27/18 10:18:23 AM,66.022,,,,,
166,03/27/18 11:18:23 AM,64.310,,,,,
167,03/27/18 12:18:23 PM,64.139,,,,,
168,03/27/18 01:18:23 PM,65.680,,,,,
169,03/27/18 02:18:23 PM,67.906,,,,,
170,03/27/18 03:18:23 PM,72.199,,,,,
171,03/27/18 04:18:23 PM,75.659,,,,,
172,03/27/18 05:18:23 PM,78.975,,,,,
173,03/27/18 06:18:23 PM,73.926,,,,,
174,03/27/18 07:18:23 PM,61.054,,,,,
175,03/27/18 08:18:23 PM,55.884,,,,,
176,03/27/18 09:18:23 PM,53.274,,,,,
177,03/27/18 10:18:23 PM,51.172,,,,,
178,03/27/18 11:18:23 PM,49.228,,,,,
179,03/28/18 12:18:23 AM,48.160,,,,,
180,03/28/18 01:18:23 AM,46.908,,,,,
181,03/28/18 02:18:23 AM,46.188,,,,,
182,03/28/18 03:18:23 AM,46.188,,,,,
183,03/28/18 04:18:23 AM,45.466,,,,,
184,03/28/18 05:18:23 AM,45.466,,,,,
185,03/28/18 06:18:23 AM,45.466,,,,,
186,03/28/18 07:18:23 AM,44.922,,,,,
187,03/28/18 08:18:23 AM,46.548,,,,,
188,03/28/18 09:18:23 AM,52.750,,,,,
189,03/28/18 10:18:23 AM,69.964,,,,,
190,03/28/18 11:18:23 AM,69.622,,,,,
191,03/28/18 12:18:23 PM,70.308,,,,,
192,03/28/18 01:18:23 PM,70.480,,,,,
193,03/28/18 02:18:23 PM,68.934,,,,,
194,03/28/18 03:18:23 PM,70.995,,,,,
195,03/28/18 04:18:23 PM,74.446,,,,,
196,03/28/18 05:18:23 PM,81.621,,,,,
197,03/28/18 06:18:23 PM,77.923,,,,,
198,03/28/18 07:18:23 PM,66.366,,,,,
199,03/28/18 08:18:23 PM,60.883,,,,,
200,03/28/18 09:18:23 PM,57.614,,,,,
201,03/28/18 10:18:23 PM,55.537,,,,,
202,03/28/18 11:18:23 PM,54.147,,,,,
203,03/29/18 12:18:23 AM,53.798,,,,,
204,03/29/18 01:18:23 AM,51.523,,,,,
205,03/29/18 02:18:23 AM,51.172,,,,,
206,03/29/18 03:18:23 AM,50.819,,,,,
207,03/29/18 04:18:23 AM,50.466,,,,,
208,03/29/18 05:18:23 AM,50.113,,,,,
209,03/29/18 06:18:23 AM,50.113,,,,,
210,03/29/18 07:18:23 AM,50.466,,,,,
211,03/29/18 08:18:23 AM,52.225,,,,,
212,03/29/18 09:18:23 AM,58.993,,,,,
213,03/29/18 10:18:23 AM,76.354,,,,,
214,03/29/18 11:18:23 AM,74.098,,,,,
215,03/29/18 12:18:23 PM,74.619,,,,,
216,03/29/18 01:18:23 PM,77.050,,,,,
217,03/29/18 02:18:23 PM,75.312,,,,,
218,03/29/18 03:18:23 PM,74.964,,,,,
219,03/29/18 04:18:23 PM,77.400,,,,,
220,03/29/18 05:18:23 PM,84.295,,,,,
221,03/29/18 06:18:23 PM,84.115,,,,,
222,03/29/18 07:18:23 PM,68.934,,,,,
223,03/29/18 08:18:23 PM,62.083,,,,,
224,03/29/18 09:18:23 PM,58.131,,,,,
225,03/29/18 10:18:23 PM,55.711,,,,,
226,03/29/18 11:18:23 PM,55.017,,,,,
227,03/30/18 12:18:23 AM,55.189,,,,,
228,03/30/18 01:18:23 AM,53.798,,,,,
229,03/30/18 02:18:23 AM,53.274,,,,,
230,03/30/18 03:18:23 AM,53.100,,,,,
231,03/30/18 04:18:23 AM,52.925,,,,,
232,03/30/18 05:18:23 AM,52.925,,,,,
233,03/30/18 06:18:23 AM,52.050,,,,,
234,03/30/18 07:18:23 AM,52.225,,,,,
235,03/30/18 08:18:23 AM,56.230,,,,,
236,03/30/18 09:18:23 AM,63.111,,,,,
237,03/30/18 10:18:23 AM,75.659,,,,,
238,03/30/18 11:18:23 AM,78.449,,,,,
239,03/30/18 12:18:23 PM,78.800,,,,,
240,03/30/18 01:18:23 PM,79.678,,,,,
241,03/30/18 02:18:23 PM,83.579,,,,,
242,03/30/18 03:18:23 PM,83.043,,,,,
243,03/30/18 04:18:23 PM,85.374,,,,,
244,03/30/18 05:18:23 PM,80.735,,,,,
245,03/30/18 06:18:23 PM,80.029,,,,,
246,03/30/18 07:18:23 PM,69.793,,,,,
247,03/30/18 08:18:23 PM,62.425,,,,,
248,03/30/18 09:18:23 PM,58.993,,,,,
249,03/30/18 10:18:23 PM,57.441,,,,,
250,03/30/18 11:18:23 PM,54.669,,,,,
251,03/31/18 12:18:23 AM,53.274,,,,,
252,03/31/18 01:18:23 AM,52.401,,,,,
253,03/31/18 02:18:23 AM,52.050,,,,,
254,03/31/18 03:18:23 AM,51.172,,,,,
255,03/31/18 04:18:23 AM,51.346,,,,,
256,03/31/18 05:18:23 AM,50.466,,,,,
257,03/31/18 06:18:23 AM,49.937,,,,,
258,03/31/18 07:18:23 AM,50.466,,,,,
259,03/31/18 08:18:23 AM,55.189,,,,,
260,03/31/18 09:18:23 AM,61.912,,,,,
261,03/31/18 10:18:23 AM,69.793,,,,,
262,03/31/18 11:18:23 AM,71.856,,,,,
