Date Time	Event (Rainbucket Tip)
02/22/10 16:29:43.0	0
02/22/10 16:31:10.0	0.0105263
02/23/10 09:40:32.0	0.0210526
02/23/10 09:52:36.5	0.031579
02/23/10 10:09:58.5	0.0421053
02/23/10 10:26:43.5	0.0526316
02/23/10 10:37:43.5	0.0631579
02/23/10 10:44:57.5	0.0736842
02/23/10 10:52:40.0	0.0842105
02/23/10 10:59:19.0	0.0947368
02/23/10 11:04:41.5	0.105263
02/23/10 11:12:40.0	0.115789
02/23/10 11:22:43.5	0.126316
02/23/10 11:29:48.0	0.136842
02/23/10 11:36:05.0	0.147368
02/23/10 11:41:17.0	0.157895
02/23/10 11:44:30.0	0.168421
02/23/10 11:49:09.5	0.178947
02/23/10 11:53:41.5	0.189474
02/23/10 11:58:36.0	0.2
02/23/10 12:02:50.0	0.210526
02/23/10 12:06:10.0	0.221053
02/23/10 12:10:05.0	0.231579
02/23/10 12:13:12.5	0.242105
02/23/10 12:22:00.5	0.252632
02/23/10 12:30:58.0	0.263158
02/23/10 12:38:18.5	0.273684
02/23/10 12:49:30.5	0.284211
02/23/10 12:59:46.0	0.294737
02/23/10 13:09:21.5	0.305263
02/23/10 13:17:33.5	0.315789
02/23/10 13:23:04.0	0.326316
02/23/10 13:44:20.5	0.336842
02/23/10 13:55:48.0	0.347368
02/23/10 14:07:28.0	0.357895
02/23/10 14:23:21.0	0.368421
02/23/10 14:58:05.0	0.378947
02/23/10 15:20:47.0	0.389474
02/23/10 15:22:03.5	0.4
02/23/10 15:23:24.0	0.410526
02/23/10 15:24:28.5	0.421053
02/23/10 15:27:06.0	0.431579
02/23/10 15:35:01.5	0.442105
02/23/10 15:43:35.5	0.452632
02/23/10 16:08:31.0	0.463158
02/23/10 16:22:25.0	0.473684
02/23/10 16:35:50.5	0.484211
02/23/10 16:51:54.0	0.494737
02/23/10 17:22:27.5	0.505263
02/23/10 17:24:59.0	0.51579
02/23/10 17:32:35.5	0.526316
02/23/10 17:45:51.5	0.536842
02/23/10 17:51:15.5	0.547368
02/23/10 17:54:07.0	0.557895
02/23/10 18:12:58.0	0.568421
02/23/10 18:25:39.5	0.578947
02/23/10 18:35:33.0	0.589474
02/23/10 18:48:07.5	0.6
02/23/10 19:00:54.5	0.610526
02/23/10 19:16:26.5	0.621053
02/23/10 19:24:38.0	0.631579
02/23/10 19:30:06.0	0.642105
02/23/10 19:34:38.5	0.652632
02/23/10 19:39:26.5	0.663158
02/23/10 19:45:03.0	0.673684
02/23/10 19:49:11.5	0.684211
02/23/10 19:54:20.0	0.694737
02/23/10 19:57:05.0	0.705263
02/23/10 19:59:52.5	0.715789
02/23/10 20:02:32.5	0.726316
02/23/10 20:05:29.0	0.736842
02/23/10 20:08:22.5	0.747368
02/23/10 20:11:15.5	0.757895
02/23/10 20:14:33.5	0.768421
02/23/10 20:20:08.0	0.778947
02/23/10 20:24:41.0	0.789474
02/23/10 20:28:29.0	0.8
02/23/10 20:31:36.0	0.810526
