Date Time	Event (rain bucket tip)
03/24/10 15:41:03.0	0
03/24/10 20:48:46.5	0.0107527
03/24/10 20:59:11.0	0.0215054
03/24/10 21:11:00.5	0.0322581
03/24/10 21:16:52.5	0.0430108
03/24/10 21:21:33.0	0.0537634
03/24/10 21:23:51.0	0.0645161
03/24/10 21:27:42.5	0.0752688
03/24/10 21:35:44.5	0.0860215
03/24/10 21:44:54.0	0.0967742
03/24/10 21:49:01.0	0.107527
03/24/10 21:52:30.5	0.11828
03/24/10 21:56:17.5	0.129032
03/24/10 21:59:31.5	0.139785
03/24/10 23:21:14.5	0.150538
03/25/10 06:56:12.5	0.16129
03/29/10 09:29:17.0	0.172043
03/29/10 10:59:44.0	0.182796
03/29/10 11:11:11.5	0.193548
03/29/10 11:50:12.5	0.204301
03/29/10 12:43:29.0	0.215054
03/29/10 13:08:01.0	0.225806
03/29/10 13:26:29.5	0.236559
03/29/10 13:33:27.0	0.247312
03/29/10 13:41:20.5	0.258065
03/29/10 13:51:56.0	0.268817
03/29/10 13:59:36.5	0.27957
03/29/10 14:08:06.0	0.290323
03/29/10 14:15:36.5	0.301075
03/29/10 15:03:01.5	0.311828
03/29/10 20:08:00.0	0.322581
03/29/10 20:30:25.5	0.333333
03/29/10 21:11:02.0	0.344086
03/29/10 22:07:16.5	0.354839
03/29/10 23:22:00.0	0.365591
03/30/10 00:16:16.5	0.376344
03/30/10 00:27:30.0	0.387097
03/30/10 00:31:30.5	0.397849
03/30/10 00:33:21.0	0.408602
03/30/10 00:35:38.0	0.419355
03/30/10 00:38:07.0	0.430108
03/30/10 00:42:34.5	0.44086
03/30/10 01:00:43.5	0.451613
03/30/10 01:02:29.0	0.462366
03/30/10 01:03:24.5	0.473118
03/30/10 01:03:39.5	0.483871
03/30/10 01:04:09.0	0.494624
03/30/10 01:05:20.0	0.505376
03/30/10 01:06:59.5	0.516129
03/30/10 01:11:37.0	0.526882
03/30/10 01:16:42.0	0.537634
03/30/10 01:25:36.5	0.548387
03/30/10 01:36:33.5	0.55914
03/30/10 01:56:31.0	0.569892
03/30/10 06:04:54.0	0.580645
03/30/10 06:10:14.5	0.591398
03/30/10 06:18:55.0	0.602151
03/30/10 10:29:33.5	0.612903
03/30/10 15:06:28.0	0.612903
