10/12/2007 4:43	0.01
10/12/2007 5:49	0.01
10/12/2007 5:55	0.01
10/12/2007 5:58	0.01
10/12/2007 6:01	0.01
10/12/2007 6:03	0.01
10/12/2007 6:05	0.01
10/12/2007 6:07	0.01
10/12/2007 6:10	0.01
10/12/2007 6:11	0.01
10/12/2007 6:13	0.01
10/12/2007 6:14	0.01
10/12/2007 6:17	0.01
10/12/2007 6:30	0.01
10/12/2007 6:36	0.01
10/12/2007 6:40	0.01
10/12/2007 6:45	0.01
10/12/2007 7:02	0.01
10/12/2007 8:06	0.01
10/12/2007 9:06	0.01
10/12/2007 13:00	0.01
10/12/2007 13:15	0.01
10/12/2007 13:19	0.01
10/12/2007 13:26	0.01
10/12/2007 13:37	0.01
10/12/2007 13:38	0.01
10/12/2007 13:38	0.01
10/12/2007 13:39	0.01
10/12/2007 13:41	0.01
10/12/2007 13:44	0.01
10/12/2007 13:55	0.01
10/12/2007 14:08	0.01
10/12/2007 14:33	0.01
10/12/2007 15:02	0.01
10/12/2007 15:10	0.01
10/12/2007 15:12	0.01
10/12/2007 15:14	0.01
10/12/2007 15:15	0.01
10/12/2007 15:19	0.01
10/12/2007 15:30	0.01
10/12/2007 16:17	0.01
10/12/2007 16:26	0.01
10/12/2007 16:30	0.01
10/12/2007 16:36	0.01
10/12/2007 16:41	0.01
10/12/2007 16:45	0.01
10/12/2007 16:55	0.01
10/12/2007 17:53	0.01
10/12/2007 18:29	0.01
10/13/2007 5:56	0.01
10/15/2007 13:44	0.01
10/15/2007 13:52	0.01
10/15/2007 13:58	0.01
10/15/2007 14:03	0.01
10/15/2007 14:09	0.01
10/15/2007 14:12	0.01
10/15/2007 14:19	0.01
10/15/2007 14:24	0.01
10/15/2007 14:26	0.01
10/15/2007 14:29	0.01
10/15/2007 14:33	0.01
10/15/2007 14:36	0.01
10/15/2007 14:40	0.01
10/15/2007 14:44	0.01
10/15/2007 14:47	0.01
10/15/2007 14:48	0.01
10/15/2007 14:50	0.01
10/15/2007 14:52	0.01
10/15/2007 14:53	0.01
10/15/2007 14:54	0.01
10/15/2007 14:56	0.01
10/15/2007 14:57	0.01
10/15/2007 14:58	0.01
10/15/2007 15:00	0.01
10/15/2007 15:01	0.01
10/15/2007 15:02	0.01
10/15/2007 15:04	0.01
10/15/2007 15:05	0.01
10/15/2007 15:08	0.01
10/15/2007 15:10	0.01
10/15/2007 15:12	0.01
10/15/2007 15:14	0.01
10/15/2007 15:16	0.01
10/15/2007 15:18	0.01
10/15/2007 15:20	0.01
10/15/2007 15:21	0.01
10/15/2007 15:23	0.01
10/15/2007 15:25	0.01
10/15/2007 15:27	0.01
10/15/2007 15:28	0.01
10/15/2007 15:31	0.01
10/15/2007 15:34	0.01
10/15/2007 15:37	0.01
10/15/2007 15:41	0.01
10/15/2007 15:46	0.01
10/15/2007 15:49	0.01
10/15/2007 15:54	0.01
10/15/2007 15:59	0.01
10/15/2007 16:05	0.01
10/15/2007 16:10	0.01
10/15/2007 16:26	0.01
10/16/2007 5:46	0.01
10/16/2007 14:00	0.01
10/16/2007 14:37	0.01
10/16/2007 15:03	0.01
10/16/2007 15:24	0.01
10/16/2007 15:50	0.01
10/16/2007 16:16	0.01
10/16/2007 16:42	0.01
10/16/2007 16:51	0.01
10/16/2007 16:57	0.01
10/16/2007 17:02	0.01
10/16/2007 17:10	0.01
10/16/2007 17:15	0.01
10/16/2007 17:20	0.01
10/16/2007 17:24	0.01
10/16/2007 17:31	0.01
10/16/2007 17:35	0.01
10/16/2007 17:40	0.01
10/16/2007 17:44	0.01
10/16/2007 17:50	0.01
10/16/2007 18:00	0.01
10/16/2007 18:45	0.01
10/16/2007 18:59	0.01
10/16/2007 19:06	0.01
10/16/2007 19:10	0.01
10/16/2007 19:44	0.01
10/17/2007 9:14	0.01
10/17/2007 9:39	0.01
10/17/2007 16:04	0.01
