Date Time	Event (Rainbucket Tip)
12/08/09 09:59:34.0	0
12/10/09 17:14:26.5	0.0105263
12/10/09 17:30:30.5	0.0210526
12/10/09 17:59:30.5	0.031579
12/10/09 18:13:30.0	0.0421053
12/10/09 18:27:03.5	0.0526316
12/10/09 18:41:48.5	0.0631579
12/10/09 18:49:23.0	0.0736842
12/10/09 18:54:35.5	0.0842105
12/10/09 19:01:46.0	0.0947368
12/10/09 19:08:14.0	0.105263
12/10/09 19:15:09.0	0.115789
12/10/09 19:20:25.5	0.126316
12/10/09 19:25:35.0	0.136842
12/10/09 19:30:24.5	0.147368
12/10/09 19:37:06.5	0.157895
12/10/09 19:42:07.0	0.168421
12/10/09 19:46:59.0	0.178947
12/10/09 19:52:05.5	0.189474
12/10/09 19:57:34.0	0.2
12/10/09 20:03:50.0	0.210526
12/10/09 20:11:51.5	0.221053
12/10/09 20:19:40.5	0.231579
12/10/09 20:26:50.5	0.242105
12/10/09 20:34:52.5	0.252632
12/10/09 20:45:16.0	0.263158
12/10/09 20:55:03.0	0.273684
12/10/09 21:02:57.5	0.284211
12/10/09 21:14:20.5	0.294737
12/10/09 21:23:35.0	0.305263
12/10/09 21:30:25.5	0.315789
12/10/09 21:40:29.5	0.326316
12/10/09 21:54:22.5	0.336842
12/10/09 22:01:30.0	0.347368
12/10/09 22:10:46.0	0.357895
12/10/09 22:20:17.0	0.368421
12/10/09 22:32:45.5	0.378947
12/10/09 22:41:11.0	0.389474
12/10/09 22:50:46.5	0.4
12/10/09 23:03:25.0	0.410526
12/10/09 23:09:37.0	0.421053
12/10/09 23:17:09.5	0.431579
12/10/09 23:23:47.5	0.442105
12/10/09 23:31:24.0	0.452632
12/10/09 23:39:49.5	0.463158
12/10/09 23:56:12.5	0.473684
12/11/09 00:02:05.0	0.484211
12/11/09 00:05:50.5	0.494737
12/11/09 00:11:37.0	0.505263
12/11/09 00:21:43.0	0.51579
12/11/09 00:38:00.0	0.526316
12/11/09 01:13:59.0	0.536842
12/11/09 01:25:07.0	0.547368
12/11/09 01:31:01.0	0.557895
12/11/09 01:52:21.5	0.568421
12/11/09 09:48:32.5	0.578947
12/11/09 10:03:21.0	0.589474
12/11/09 12:31:30.0	0.6
12/11/09 12:50:11.0	0.610526
12/11/09 12:54:34.5	0.621053
12/11/09 12:58:55.0	0.631579
12/11/09 13:03:30.5	0.642105
12/11/09 13:07:55.5	0.652632
12/11/09 13:11:27.5	0.663158
12/11/09 13:13:26.5	0.673684
12/11/09 13:15:46.0	0.684211
12/11/09 13:19:49.0	0.694737
12/11/09 13:28:35.0	0.705263
12/11/09 13:31:20.5	0.715789
12/11/09 13:34:17.5	0.726316
12/11/09 13:40:47.0	0.736842
12/11/09 13:51:27.0	0.747368
12/11/09 14:18:24.0	0.757895
12/11/09 14:54:15.0	0.768421
12/11/09 15:33:08.0	0.778947
12/11/09 16:32:14.5	0.789474
12/11/09 17:02:57.5	0.8
12/11/09 17:09:25.0	0.810526
12/11/09 17:11:06.5	0.821053
12/11/09 17:23:03.5	0.831579
12/11/09 17:24:14.5	0.842105
12/11/09 17:25:21.0	0.852632
12/11/09 17:30:33.5	0.863158
12/11/09 17:55:27.0	0.873684
12/11/09 18:17:09.5	0.884211
12/11/09 18:19:27.0	0.894737
12/11/09 18:49:15.5	0.905263
12/11/09 19:07:07.5	0.91579
12/11/09 19:08:42.5	0.926316
12/11/09 19:13:03.0	0.936842
12/11/09 19:49:31.5	0.947369
12/11/09 19:50:10.5	0.957895
12/11/09 19:51:08.5	0.968421
12/11/09 19:52:35.0	0.978947
12/11/09 19:53:31.5	0.989474
12/11/09 19:54:31.5	1
12/11/09 19:55:31.0	1.01053
12/11/09 19:56:26.0	1.02105
12/11/09 19:57:03.5	1.03158
12/11/09 19:57:44.5	1.04211
12/11/09 19:58:59.5	1.05263
12/11/09 20:00:11.0	1.06316
12/11/09 20:02:03.0	1.07368
12/11/09 20:04:05.5	1.08421
12/11/09 20:06:11.5	1.09474
12/11/09 20:08:24.5	1.10526
12/11/09 20:13:56.0	1.11579
12/11/09 20:52:03.5	1.12632
12/11/09 20:54:31.5	1.13684
12/11/09 21:49:17.5	1.14737
12/12/09 02:56:54.0	1.15789
12/12/09 02:57:36.0	1.16842
12/12/09 02:58:20.0	1.17895
12/12/09 02:59:09.0	1.18947
12/12/09 03:05:05.5	1.2
12/12/09 05:00:19.5	1.21053
12/12/09 08:02:36.5	1.22105
12/12/09 08:15:24.5	1.23158
12/12/09 08:19:37.5	1.24211
12/12/09 08:24:26.5	1.25263
12/12/09 08:30:57.0	1.26316
12/12/09 08:35:32.5	1.27368
12/12/09 08:38:19.5	1.28421
12/12/09 08:42:18.0	1.29474
12/12/09 08:47:06.5	1.30526
12/12/09 08:50:42.0	1.31579
12/12/09 08:53:55.0	1.32632
12/12/09 08:58:14.0	1.33684
12/12/09 09:16:15.5	1.34737
12/12/09 09:20:49.5	1.35789
12/12/09 09:24:14.5	1.36842
12/12/09 09:29:20.0	1.37895
12/12/09 09:37:27.5	1.38947
12/12/09 09:48:08.0	1.4
12/12/09 09:52:46.0	1.41053
12/12/09 09:57:24.5	1.42105
12/12/09 10:03:14.5	1.43158
12/12/09 10:08:03.5	1.44211
12/12/09 10:20:21.5	1.45263
